FID,Canopy,Elev,EVI,EVI_std,NDVI,NDVI_std,NPP,NPP_std,PrecipYear,TRI,TotalPrecip_JuneSep,MeanMonthlyPrecip_JuneSep,NumSettlements,PercWater,DistWater,DistGoodPA,DistSettlementNEW,DistInsidePA,Latitude,LivestockSignPer500m,LivestockPropSegs,DirectCattle_Per500m,HumanSignPer500m,HumanPropSegs,DirectPeople_Per500m
196,-0.680774049,-0.442276214,0.067358315,-0.309065266,-0.359614927,-0.489886463,0.447750252,0.761448815,-0.311642299,-0.034490696,0.01793445,0.565272665,-0.626338267,-0.293992121,0.37700177,-0.298797443,0.30734856,2.300265511,-0.22764485,-0.935702915,-1.031471913,-0.401167651,-0.787035708,-0.982430501,-0.449100415
197,0.852866783,-0.561865046,-0.945815109,0.311569023,-0.641869437,0.093713059,0.653413752,0.401477114,-0.276091333,-0.11993393,0.01793445,0.565272665,0.254802942,-0.217027756,-0.313644216,-0.325811326,-0.342526643,1.84473783,-0.22764485,-0.775874494,-0.787783652,-0.401167651,-0.550648461,-0.598273018,-0.449100415
198,1.68723806,-0.691528086,-1.112407019,0.753510558,-0.555221113,0.284240057,0.900685555,0.828806092,-0.250692855,0.320035109,0.013650019,0.556547299,0.254802942,-0.293954941,0.214858009,-0.352423058,-0.694602894,1.39658768,-0.22764485,-0.182176984,-0.15104981,-0.354533004,-0.341247855,-0.288468597,0.072885917
199,0.055587366,-0.802726217,-0.686705065,0.398748422,-0.431912355,-0.38767354,0.36870755,-0.385865415,-0.235110338,0.688814834,0.013405195,0.556048707,-0.038910794,-0.284851929,-0.337392425,-0.378766702,-0.775371318,0.969681507,-0.22764485,-0.935702915,-1.031471913,-0.401167651,-0.787035708,-0.982430501,-0.449100415
201,0.528264121,-0.944991167,-1.305702509,0.573426336,-0.335462772,-0.043222719,0.743901009,-0.971498802,-0.187258294,-0.154976336,-0.165684023,0.191328416,4.073081513,-0.273424103,-0.672409396,-0.4362103,-0.933963155,0.229281549,-0.22764485,0.138363943,0.380239389,0.216076711,-0.106227843,0.130301518,0.613803989
202,0.812417752,-0.982334542,-1.405149067,-0.356925675,-0.611486522,-0.395175978,0.676551233,-0.434548463,-0.166693219,0.119473045,-0.936759197,-1.378988137,-0.33262453,-0.285240385,-0.658659379,-0.466020816,-0.16569712,-0.105100824,-0.22764485,3.275126809,2.380163733,-0.401167651,1.081317448,1.706671877,-0.449100415
203,-0.863853992,-1.065298539,-1.511432774,-0.513549024,-1.039590037,-0.017203936,-0.161415744,-0.107288585,-0.167843325,0.739125648,-1.183664837,-1.881818505,0.842230415,-0.280593525,-0.499323788,-0.552573729,-0.925614933,-0.454725619,-0.22764485,-0.048854682,0.289161241,-0.126738773,-0.24051314,-0.114978121,-0.449100415
209,-0.638076039,0.99070734,0.227117944,-1.297115698,-0.114656385,-0.993962177,-0.87142824,-1.307043672,-0.287959734,0.545217359,0.01793445,0.565272665,-0.626338267,-0.294233542,1.131610057,0.572106712,0.761630683,-0.414995027,-0.051839916,-0.349290336,-0.178563001,-0.401167651,0.080272213,0.362120688,-0.449100415
210,-0.284334429,1.008676956,0.331577965,-1.200042226,0.247806511,-0.61688249,-0.743001875,-1.090230328,-0.275796718,0.230563117,0.01793445,0.565272665,-0.626338267,-0.294270745,1.211532473,0.495148523,0.87646811,-0.098348953,-0.051839916,-0.250633964,-0.50660489,-0.401167651,-0.660383041,-0.775576472,-0.449100415
212,-0.809748116,0.775877103,-0.171878604,-0.516053089,-0.579563682,-0.202444171,-0.47304645,-0.564772317,-0.273461991,-0.182442927,0.01793445,0.565272665,-0.626338267,-0.293564132,0.742354222,0.362099296,0.277318595,0.424551492,-0.051839916,-0.552145215,-0.734807943,-0.401167651,-0.503393573,-0.514760522,-0.449100415
213,-1.015937135,0.651325583,-0.005436994,-0.299539183,-0.440945188,-0.404083583,-0.566188361,-1.182525207,-0.268078806,-0.811089682,0.01793445,0.565272665,-0.33262453,-0.292987768,-0.221309311,0.307522959,-0.333668333,0.776265483,-0.051839916,-0.505269213,-0.391790229,-0.401167651,-0.574830982,-0.646292704,-0.449100415
214,-1.149898069,0.550319994,0.317296381,-1.035113202,-0.449418161,-1.100925871,-0.732901059,-1.37711683,-0.248927633,-0.911864577,0.01793445,0.565272665,-0.626338267,-0.293712969,0.572301739,0.261221764,-0.366255738,1.162874586,-0.051839916,0.101532558,0.289161241,0.103206141,-0.348727754,-0.288468597,-0.449100415
215,-1.341028706,0.384807997,-0.102942426,-0.126804722,-0.613012912,-0.71554338,-0.288319065,-0.925442572,-0.243719491,0.007492559,0.01793445,0.565272665,0.842230415,-0.261456741,-0.488037296,0.194132528,-0.920547251,1.524741559,-0.051839916,0.055833679,-0.028049664,-0.401167651,-0.472788084,-0.507883022,-0.449100415
216,-0.358941869,0.374999734,0.203938817,-1.190759075,-0.3211654,-0.835428099,-0.428445566,-0.591945075,-0.203792452,-1.329967389,0.01793445,0.565272665,-0.626338267,-0.293898944,0.051189809,0.111284575,-0.012907811,1.83138158,-0.051839916,-0.935702915,-1.031471913,-0.401167651,-0.787035708,-0.982430501,-0.449100415
217,0.038312599,0.402178626,-0.011477612,-1.218996644,-0.250889009,-1.013675813,-0.217608991,-0.145928991,-0.15435516,-1.079517822,0.01793445,0.565272665,-0.626338267,-0.294270745,0.344095444,0.036092593,0.51910104,2.116426724,-0.051839916,-0.935702915,-1.031471913,-0.401167651,-0.787035708,-0.982430501,-0.449100415
218,-0.429083944,0.138926801,-0.295777278,0.146213072,-0.393209352,-0.189429709,-0.370297237,-0.188079332,-0.155163809,-1.400095992,0.01793445,0.565272665,-0.33262453,-0.219615731,-0.532446671,-0.030186097,-0.469153765,2.382579716,-0.051839916,0.743337791,1.015509475,0.921367048,-0.561280084,-0.623883517,-0.449100415
219,-0.645703012,-0.04093649,0.160865267,-0.113352921,-0.209775836,-0.932609942,-0.234285061,-1.115463017,-0.136802795,-0.983173101,0.01793445,0.565272665,-0.626338267,-0.285068063,-0.312719255,-0.08642323,0.276145795,2.558136542,-0.051839916,-0.783335435,-0.796186696,-0.401167651,-0.674359473,-0.796975164,-0.449100415
220,-0.662879998,-0.217880481,0.411302307,-0.984037183,-0.264120184,-0.991943516,-0.04091786,-1.452795583,-0.121423674,-0.099566322,0.01793445,0.565272665,-0.33262453,-0.290664004,-0.282473087,-0.131294781,-0.437595325,2.504906693,-0.051839916,-0.484829416,-0.57658716,-0.261648054,-0.453613326,-0.444610025,-0.449100415
222,-0.497368167,-0.52635279,0.562440045,-0.241636641,-0.241450123,-0.832672812,0.004063073,-0.624314596,-0.089864179,0.249363986,0.01793445,0.565272665,-0.626338267,-0.292802228,-0.205140104,-0.19058641,0.324239279,1.670669466,-0.051839916,-0.475692249,-0.690308348,-0.401167651,-0.446856362,-0.444610025,-0.449100415
224,0.695666398,-0.704225151,0.047173635,-0.600695361,0.195548414,-0.728315197,0.626818068,-0.348228308,-0.02366468,0.837776687,0.004469096,0.537850087,-0.626338267,-0.292132754,-0.198812025,-0.243399401,-0.171259635,0.730176424,-0.051839916,-0.935702915,-1.031471913,-0.401167651,-0.787035708,-0.982430501,-0.449100415
225,0.952375964,-0.847458728,-0.935287993,0.846294633,0.127892295,-0.206826991,0.945208645,-0.224203443,-0.00540598,0.566429157,-0.773828405,-1.04717494,1.135944151,-0.089303843,-0.819970895,-0.271215588,-1.003609764,0.282256559,-0.051839916,0.288992265,0.560624722,-0.164309393,1.137504472,1.706671877,2.573275897
228,1.43434198,-1.024795537,-1.351973138,-0.758162503,-0.367094916,0.61439583,0.926391547,0.850223028,0.043725603,-0.037531727,-1.183664837,-1.881818505,0.842230415,0.197823412,-0.806210411,-0.494546255,-0.86401,-0.807090832,-0.051839916,-0.607236155,-0.52604441,0.462786818,0.184573128,0.411918881,0.119742513
235,0.104738969,1.176717875,0.189477116,-0.482124594,0.182747901,-0.268747812,-0.455827723,-0.835723005,-0.044068272,0.684880956,0.01793445,0.565272665,-0.626338267,-0.294270745,0.366460065,0.612788166,-0.096088509,0.286639802,0.123965018,-0.344817612,-0.121702407,-0.401167651,-0.67779532,-0.803157009,-0.449100415
236,-0.123450933,1.032277784,-0.042006247,-0.400130133,-0.114646849,0.004308169,-0.228941979,-0.594956043,-0.051157509,-0.096462038,0.01793445,0.565272665,-0.038910794,-0.294103254,0.368208172,0.54652725,-0.738467569,0.573666768,0.123965018,0.833897441,0.333182346,0.146422592,0.521589363,0.810304418,-0.449100415
240,-0.720375639,0.485480545,0.14398233,-0.571820994,-0.33843711,-0.670310738,-0.369320455,-0.902721885,0.009631684,-0.746403307,0.01793445,0.565272665,-0.038910794,-0.256485811,-0.532157457,0.30351028,-0.760878164,1.838343802,0.123965018,-0.528046707,-0.391790229,-0.401167651,-0.385084962,-0.310154906,-0.449100415
243,-0.307573881,0.325897423,-0.091035223,-0.654321443,-0.284547111,-0.856691041,-0.241399178,-0.643921303,0.092928683,-1.419453978,0.01793445,0.565272665,-0.626338267,-0.263857233,-0.370824992,0.094227561,1.280247199,2.075354361,0.123965018,-0.782855666,-0.796186696,-0.401167651,-0.674004683,-0.796975164,-0.449100415
247,0.355712008,-0.372366722,0.453498394,-0.793879204,0.154768696,-0.956138536,0.302607782,-1.263662547,0.145333075,0.749749793,0.01793445,0.565272665,-0.626338267,-0.294270745,0.175942307,-0.055386111,0.971910207,1.430910956,0.123965018,-0.935702915,-1.031471913,-0.401167651,-0.787035708,-0.982430501,-0.449100415
249,1.400770262,-0.731199094,-0.762807593,0.385482054,0.625284139,1.209896544,0.91196181,-0.40384431,0.169258481,0.941208227,0.01793445,0.565272665,0.842230415,1.673017114,-0.845086249,-0.107994932,-0.924374642,0.581509545,0.123965018,-0.68143283,-0.847059175,-0.401167651,-0.599002174,-0.69171673,-0.449100415
250,0.118852128,-0.777080781,-0.657159772,-0.886709279,-0.289339459,-0.060946666,0.269683885,-0.734169881,0.202558544,1.05814681,-0.187718239,0.146455106,0.842230415,0.050362017,-0.660694054,-0.137234842,-0.962216268,0.102642169,0.123965018,-0.180500336,0.069055715,-0.401167651,-0.116866067,0.058512355,-0.449100415
251,-0.176285647,-0.847996718,-0.706293411,-0.861703132,-0.568342776,-0.364630236,0.520652774,-0.082295185,0.229002348,0.75094431,-1.206188703,-1.927689,-0.038910794,-0.275814006,-0.687651781,-0.19280563,-0.497943601,-0.376651163,0.123965018,-0.116491957,0.172634786,0.443829029,0.424582491,0.599394428,0.496712933
252,1.834432118,-0.931108327,-1.249586289,-0.298425147,-0.175960543,-0.099559085,1.231128045,0.574582054,0.251266079,-0.018271054,-1.206188703,-1.927689,0.842230415,-0.243454851,-0.775029756,-0.306863579,-0.837322475,-0.81861171,0.123965018,1.425872565,1.748379354,0.955981714,3.079976372,3.001424874,3.056448123
254,-0.465230581,0.548307104,-0.509931062,0.895750629,-0.167408205,-0.715737496,-1.159835323,-0.714036309,0.008106839,2.578472455,0.01793445,0.565272665,-0.626338267,0.776192839,-0.745841659,1.042581091,-0.001127829,-1.146757692,0.299769952,-0.22446012,-0.178563001,-0.401167651,-0.471455927,-0.478223805,-0.449100415
255,-1.132395144,0.996797246,0.448327937,-1.329927282,-0.261047717,-1.076210852,-0.735222909,-1.333887005,0.090713528,3.11526305,0.01793445,0.565272665,-0.626338267,-0.289817648,0.013591248,0.957283209,2.132142456,-0.672765941,0.299769952,-0.789503632,-0.818244685,-0.401167651,-0.570806042,-0.646292704,-0.449100415
256,-1.278089883,0.961330129,0.182409344,-1.265872389,-0.33505272,-1.096041826,-0.903509121,-1.411397448,0.078847591,1.266063303,0.01793445,0.565272665,-0.626338267,-0.280466429,-0.278944892,0.87686268,1.327913285,-0.191859499,0.299769952,0.433984393,0.380239389,-0.401167651,-0.336863216,-0.240609155,-0.449100415
257,-0.033882892,1.248304775,0.238876063,-0.835651947,0.207637719,-0.264322982,-0.761026428,-1.117036104,0.140979192,1.136079914,0.01793445,0.565272665,-0.038910794,-0.292929603,0.522335636,0.801825017,-0.304191634,0.247155519,0.299769952,-0.208625199,-0.204408726,0.273799432,-0.249359433,-0.167550992,-0.449100415
258,0.242839329,1.291766115,0.067240873,-0.100826848,0.316709397,0.05384613,-0.575945178,-0.620080355,0.162530424,1.092573711,0.01793445,0.565272665,0.842230415,-0.294065873,0.205723662,0.732706728,-0.833229836,0.600509486,0.299769952,0.943043801,1.053416538,-0.246137035,-0.231300049,-0.086063041,-0.449100415
259,0.425495551,1.201818,0.254554163,-0.02473462,0.348986304,0.324047592,-0.153789709,0.074949054,0.173405272,-0.469324042,0.01793445,0.565272665,-0.626338267,-0.293954159,0.609642499,0.670066749,-0.403212691,0.96440029,0.299769952,1.178583058,0.723083562,-0.401167651,0.092444955,0.246873444,0.008593016
263,-0.057480877,0.686614591,0.263595312,-0.52368028,-0.174635949,-0.481900909,0.125588969,0.469444954,0.272581867,-0.715129346,0.01793445,0.565272665,-0.33262453,-0.294270745,-0.087622511,0.416408009,-0.592960326,1.591401578,0.299769952,-0.180022861,0.105739969,-0.401167651,-0.451739032,-0.444610025,-0.449100415
265,-0.373706906,0.583378964,0.237735118,-1.20648782,-0.0010566,-0.823539945,0.091222099,-0.536257179,0.336229684,-0.855600642,0.01793445,0.565272665,-0.626338267,-0.294270745,0.235007158,0.277820658,0.416527714,1.578100691,0.299769952,-0.789496404,-0.811366387,-0.401167651,-0.787035708,-0.982430501,-0.449100415
266,-0.259856409,0.355935838,0.505546766,-0.840501955,-0.07387113,-0.942000664,0.196408144,-0.495066141,0.319727576,0.35775119,0.009243176,0.547572637,-0.626338267,-0.27133685,-0.645169307,0.2206318,1.878433868,1.575591877,0.299769952,0.501284367,0.247891454,-0.401167651,-0.574504378,-0.646292704,-0.449100415
267,-0.259954191,-0.129092523,-0.333657857,0.191291985,-0.282189543,-0.194716472,-0.421673741,-0.442523345,0.267766954,-1.050457732,-0.075221321,0.375558283,-0.626338267,0.519955977,-0.801727698,0.172698442,0.812692071,1.595368088,0.299769952,0.041419491,-0.056718871,-0.061269202,-0.425743151,-0.406194277,-0.449100415
268,0.322857356,-0.191955681,0.273234012,0.323596296,0.357204262,-0.532654267,0.041204703,-0.850437692,0.293222137,-0.403134182,-0.151484194,0.220246771,-0.038910794,0.344522218,-0.778404005,0.134841558,-0.70800161,1.616777458,0.299769952,0.082038438,0.034664227,-0.401167651,-0.356965447,-0.310154906,0.05448173
269,0.371063736,-0.326404519,0.114286127,0.571155141,0.267650198,-0.63692931,-0.141799082,-1.300865071,0.312936651,0.314123345,-0.075221321,0.375558283,-0.33262453,0.049324928,-0.717792034,0.106217162,-0.428448075,1.500720959,0.299769952,0.183782213,0.034664227,-0.401167651,-0.166138608,-0.142086008,-0.449100415
270,0.647166673,-0.494843136,-0.586640267,0.469273347,0.093775538,-0.517970263,-0.083505601,-0.281806727,0.32202409,1.615859696,-0.058328422,0.409961154,-0.33262453,0.131366838,-0.785912404,0.079811937,-0.547602837,1.11773933,0.299769952,0.094565491,0.034664227,-0.401167651,-0.351671852,-0.310154906,-0.449100415
271,0.191960249,-0.516050454,-0.217608881,-0.959127346,-0.179122219,-0.849681861,0.010710998,-0.494578978,0.36095511,1.007154805,0.001041551,0.530869794,-0.626338267,-0.250954298,-0.147178504,0.053150775,-0.443676622,0.731502877,0.299769952,-0.351565625,-0.178563001,-0.401167651,-0.355064331,-0.310154906,0.056707796
272,-1.00260623,-0.649222022,-1.107147112,-0.447954605,-1.207420352,-0.083685759,-0.355727472,0.113235354,0.386596429,1.12328569,0.009488001,0.54807123,-0.33262453,-0.291310711,-0.184838841,0.027275738,-0.477446653,0.333488568,0.299769952,-0.328699078,-0.560901479,-0.401167651,-0.674815393,-0.796975164,-0.449100415
273,-0.761932863,-0.772341341,-0.699326651,-0.746432785,-0.782799972,-0.251591002,0.576224622,0.845443679,0.40605331,1.407079551,-0.013403102,0.501452847,-0.33262453,-0.289020754,-0.542844863,-0.014548983,-0.847930854,-0.054550493,0.299769952,0.298165942,-0.028049664,-0.146626357,0.024030896,-0.34970053,0.500601752
274,0.392836462,-0.875842913,-0.617554086,-0.647671729,-0.377671981,-0.476842304,0.766037231,-0.238447063,0.439149978,1.017893293,-1.12992583,-1.772377488,1.429657887,-0.208011407,-0.784868112,-0.117232067,-1.015618473,-0.472430516,0.299769952,1.187737053,1.176057035,-0.360099938,0.096252748,0.283029442,-0.449100415
275,2.346514899,-0.939862568,-1.526534621,0.7527832,-0.362419154,0.046328482,1.282577599,-0.149096624,0.456699877,-0.206328399,-1.206188703,-1.927689,4.366795249,-0.142146304,-0.698384377,-0.230946194,-1.04435061,-0.937512545,0.299769952,1.172731589,1.829899919,1.136726777,2.219981286,2.834359972,2.159052332
281,-0.226154316,1.398892109,0.093977922,0.177344259,0.128814835,0.230057799,-0.719901204,-0.136471159,0.346583101,1.395438485,0.01793445,0.565272665,-0.33262453,-0.294270745,0.992576492,0.920237875,-0.45736746,0.048672146,0.475574886,-0.187833818,-0.371155336,-0.401167651,-0.233984141,-0.114978121,-0.449100415
282,0.411023859,1.404112203,0.150041202,-0.109523513,0.526068782,0.309380972,-0.470566357,-0.304453374,0.362076863,0.429821187,0.01793445,0.565272665,0.842230415,-0.135779673,0.020100652,0.854559866,-0.841655284,0.455079239,0.475574886,1.495728779,1.242951851,0.971943489,0.22436823,0.631030926,-0.449100415
283,-0.813887542,1.29149651,-0.772565559,0.89685604,-0.792134269,1.385131114,-1.035288384,2.065569482,0.386873786,-0.756752543,0.01793445,0.565272665,-0.33262453,-0.247458827,-0.291208817,0.795210283,-0.52905635,0.833580126,0.475574886,1.058306026,1.169583343,-0.401167651,-0.155074593,0.058512355,-0.449100415
287,-0.247601103,0.806762152,-0.096453341,0.488512383,-0.189331068,-0.637410978,0.008437722,-0.707295431,0.524393404,-0.011665935,0.01793445,0.565272665,0.254802942,-0.290526195,0.18302646,0.532338509,-0.470476389,1.093787152,0.475574886,1.368722821,1.417907525,1.155562437,0.150235865,0.258693674,0.748149771
288,-0.223383834,0.656812843,0.240289008,-0.291095512,-0.030215204,-0.696233912,0.374935011,-0.747520726,0.54664111,0.184174017,0.013405195,0.556048707,-0.626338267,-0.290191182,0.082586504,0.463526554,-0.04927657,1.111791324,0.475574886,-0.632631812,-0.57658716,-0.401167651,-0.562913667,-0.623883517,-0.449100415
289,-0.177296058,0.450408685,0.051879195,-0.084853733,-0.113595417,-0.397903017,0.250877033,-0.657871981,0.539004555,0.685691087,-0.009118671,0.510178212,-0.33262453,-0.283410563,-0.121270761,0.402051967,-0.250932838,1.078859298,0.475574886,-0.487705805,-0.57658716,-0.401167651,-0.566172187,-0.623883517,-0.449100415
293,0.548570122,-0.278056126,-0.025676439,0.454399893,0.220574813,-0.152254328,0.00617526,-0.667278307,0.524139468,0.392927401,-0.909216426,-1.3228965,-0.626338267,0.623843621,-0.729864277,0.241471516,0.859193325,1.13471349,0.475574886,-0.071176406,-0.056718871,0.000114718,0.171944434,0.554199429,0.299498614
294,0.325530056,-0.325455411,-0.068849175,-0.796039715,-0.000791743,-0.572974617,-0.093958006,-0.461339216,0.56444741,0.371839677,-0.391657157,-0.268872308,-0.33262453,0.021359772,-0.461654869,0.214982618,-0.216452354,0.823387892,0.475574886,0.157297364,0.59311649,1.560515088,-0.302069404,-0.214115535,-0.449100415
295,-1.269224341,-0.472159698,-1.545244896,-0.291541126,-1.239532376,0.175149055,-1.026008384,-0.107671663,0.572960412,1.611198404,-0.445640988,-0.323717464,1.135944151,-0.258690082,-0.493646559,0.188423189,-0.992761539,0.415437643,0.475574886,1.577493616,1.79195069,0.279311791,1.18763839,1.799399545,-0.449100415
296,-1.073595747,-0.628036662,-1.125528186,-0.164673309,-1.021415475,0.577552908,-0.511657997,2.161423655,0.600106854,1.498531862,-0.818876137,-1.060886229,-0.038910794,-0.282069056,-0.465983858,0.158885424,-0.889094312,0.032105108,0.475574886,-0.331295994,-0.349144783,-0.401167651,-0.004854252,0.09321045,-0.449100415
297,0.267838851,-0.756618842,-0.393627123,0.041719403,-0.154978677,0.372002204,0.607137463,0.398895364,0.623996512,1.601861223,-0.990130966,-1.487681266,2.017085359,-0.105795655,-0.65505175,0.073555866,-0.960906684,-0.366891299,0.475574886,1.155661215,1.389688868,1.355403398,2.085166468,1.966907591,2.137936125
302,0.28922045,0.938589354,-0.394191206,0.321898649,-0.13558411,-0.97989891,-0.331163525,-0.480458759,0.449505861,1.679159361,0.01793445,0.565272665,-0.626338267,0.393129093,-0.584815475,1.260791158,1.182439341,-0.966771335,0.651379819,-0.784647487,-0.804029536,-0.401167651,-0.56362377,-0.623883517,-0.449100415
306,0.211744747,1.499830602,0.108940422,-0.267774074,0.287932852,0.300082238,-0.570135715,0.693820058,0.561661516,-0.303879802,0.01793445,0.565272665,-0.33262453,-0.290634019,-0.236546023,0.978065195,-0.475117449,0.153650547,0.651379819,0.0428546,0.415888664,-0.401167651,-0.373523487,-0.330526894,-0.449100415
307,-0.085250881,1.409592143,-0.434055506,0.361867373,-0.230286126,0.870230537,-0.521852734,1.834486764,0.58157203,-0.968765913,0.01793445,0.565272665,-0.33262453,-0.256714229,-0.718586499,0.921711854,-0.400655814,0.410482851,0.651379819,-0.010370612,-0.056718871,-0.401167651,-0.444892623,-0.406194277,-0.449100415
308,0.084726314,1.264862928,-0.076504761,-0.329313403,-0.356316977,-0.329634314,0.122205903,-0.217178208,0.604461971,-1.080812085,0.01793445,0.565272665,1.429657887,-0.275251648,-0.463549502,0.870481413,-0.515352951,0.595715025,0.651379819,1.784197258,2.166936505,0.174700712,0.377444438,0.698258485,1.038381029
309,0.369694792,1.128007162,0.303425537,-0.307913856,0.050619795,-0.480489946,0.375097998,-0.22472709,0.649860949,-0.860592798,0.01793445,0.565272665,-0.626338267,-0.270834782,-0.512743102,0.799834956,0.248007683,0.581644934,0.651379819,-0.026070178,0.105739969,-0.401167651,-0.338584847,-0.265336534,0.076004121
310,0.440651715,0.988785945,0.432365057,-0.737764869,0.194471451,-0.678657725,0.828191733,-0.515983038,0.705395158,-0.580681725,0.01793445,0.565272665,-0.626338267,-0.283774775,-0.073648987,0.722341563,0.697487474,0.582137316,0.651379819,-0.639712322,-0.57658716,-0.080595009,-0.677592717,-0.803157009,-0.449100415
311,0.016279121,0.968253249,-0.021423606,-0.158138592,-0.239608734,-0.499486512,0.380297826,-0.717816652,0.783121601,-0.07135772,0.01793445,0.565272665,0.254802942,-0.279431589,-0.039315112,0.650817324,-0.311471193,0.596421875,0.651379819,0.504003829,0.509266766,-0.089312743,0.06469845,0.232002831,0.049560102
312,0.081303954,0.83674933,0.397212401,-1.010647541,-0.088706522,-0.783663599,0.681507814,-0.703801591,0.811091484,-0.069603654,-0.022584026,0.482755634,-0.038910794,-0.287522657,-0.020074341,0.585852703,-0.156994914,0.613994546,0.651379819,-0.780402065,-0.796186696,-0.401167651,-0.327653823,-0.240609155,-0.449100415
313,0.033032387,0.65777415,0.175056793,-0.814440708,-0.179044392,-0.714680723,0.798007874,-0.508040347,0.798212271,-0.292204676,-0.135080944,0.253652457,-0.038910794,-0.263421289,0.166321575,0.527997831,-0.084059481,0.57979154,0.651379819,0.409292506,0.069055715,0.893674511,-0.344978651,-0.288468597,-0.449100415
314,0.350985893,0.467867149,0.556226004,-0.887580383,0.372231914,-0.559636387,0.782690532,-0.087820302,0.764650877,0.196922018,-0.632319768,-0.758988571,-0.626338267,0.15644982,-0.279931037,0.477944345,0.599756847,0.57613535,0.651379819,-0.503284621,-0.617940319,-0.401167651,-0.573852575,-0.656478697,-0.449100415
315,0.573080735,0.212228927,0.50316995,-0.231961062,0.284783788,-0.344174904,0.765237856,-0.788835164,0.734929332,0.745283127,-1.111686395,-1.735232359,-0.626338267,0.480046141,-0.751611086,0.436305888,-0.124837877,0.598208759,0.651379819,0.007735118,-0.121702407,-0.401167651,-0.438198,-0.444610025,-0.449100415
317,0.352061492,-0.021837216,-0.232907275,-0.594024084,-0.105285174,-0.838243505,-0.104909047,-0.740714392,0.775798151,-0.907349255,-1.206188703,-1.927689,-0.626338267,-0.178873112,-0.473042184,0.376730729,1.136658335,0.671568886,0.651379819,-0.632982317,-0.57658716,-0.401167651,-0.675104285,-0.803157009,-0.449100415
319,0.088181267,-0.409456351,-0.402568478,-0.546452606,-0.089036594,-0.377079734,-0.08460173,-0.29307157,0.803519029,0.789526476,-1.071167919,-1.377741656,1.429657887,-0.277419938,-0.661746028,0.323563635,-0.892469062,0.136471263,0.651379819,0.420773696,0.788067099,-0.401167651,0.104625407,0.09321045,0.072935921
320,-0.508580469,-0.60981574,-1.222554116,0.264217477,-0.867921291,0.757047889,0.070069869,0.40756558,0.817898434,1.858100912,-0.795005736,-0.837018271,1.135944151,-0.203991,-0.646627756,0.263352732,-0.569088439,-0.282221403,0.651379819,3.044590805,3.062490862,2.199032129,1.938371533,1.885945369,1.59330657
321,-0.543358162,-0.675285895,-0.848284121,0.433180029,-0.862261159,0.807946111,0.157397764,1.466012242,0.859298545,0.912515493,-0.864168694,-1.23115551,1.429657887,-0.27055733,-0.600051956,0.154747541,-0.923841951,-0.665893853,0.651379819,1.726473677,1.389688868,-0.401167651,1.072280761,1.099455211,0.575431027
327,0.590844412,0.982998582,0.134183593,0.643118969,0.44901592,-0.339763111,-0.323980343,-0.231692235,0.635868611,1.113724689,0.03164463,0.565272665,-0.33262453,0.471265629,-0.863445539,1.37356111,-0.210299767,-1.105970814,0.827184753,0.454489437,0.615524606,1.540786848,0.012560019,-0.055153819,-0.449100415
331,-0.332573403,1.55300261,-0.389943241,0.459852199,-0.240625712,0.94800875,-0.969978124,1.313714748,0.733323129,-0.618341851,0.01793445,0.565272665,-0.33262453,0.104374507,-0.302915481,1.102989888,-0.218222845,-0.250987122,0.827184753,0.599934846,0.850809823,0.454178276,-0.105670315,0.130301518,-0.449100415
334,0.533707303,1.263268475,0.353229138,-0.855080729,0.309386601,-0.61904529,0.335575888,-0.831396482,0.824831119,-0.493569573,0.01793445,0.565272665,0.548516678,-0.262105856,-0.718264472,0.913110314,-0.664234777,0.083226978,0.827184753,-0.032345092,0.333182346,-0.354578042,-0.007660405,0.09321045,-0.449100415
335,0.693124074,1.081683858,0.486106895,0.370185985,0.480870777,0.397081553,0.889719144,-0.008679901,0.900105729,-0.730806468,0.01793445,0.565272665,-0.33262453,-0.176311589,-0.799903358,0.839329824,-0.583359969,0.082987011,0.827184753,0.927263495,0.9902381,-0.199912539,-0.286064958,-0.185659426,-0.449100415
336,0.307114502,0.939786108,0.659523175,0.773633635,0.707396052,0.283570791,1.080666779,-0.158525484,0.989385003,0.292639071,0.01793445,0.565272665,-0.33262453,-0.284869121,-0.549925594,0.771449607,-0.832834572,0.099492621,0.827184753,0.562626586,0.105739969,-0.401167651,0.43178565,0.631030926,-0.449100415
337,-0.107740673,0.817650056,0.870161632,0.222217615,0.622064631,0.015385817,0.544553199,0.183595015,1.021936819,0.756542239,-0.522148685,-0.534622021,0.548516678,-0.291939069,-0.296470196,0.709950479,-0.850885303,0.116977877,0.827184753,-0.483753153,-0.349144783,-0.401167651,-0.007193055,-0.265336534,0.072694504
338,-0.238865937,0.63403791,0.23552199,-0.448466343,0.069819027,-0.568254267,0.953355137,-0.076035032,0.990923409,0.694417629,-1.12515175,-1.762654937,-0.038910794,-0.289271787,-0.357398949,0.655374712,-0.823800657,0.081073681,0.827184753,0.295172619,0.144954172,-0.401167651,-0.331917529,-0.240609155,-0.449100415
339,-0.031731695,0.516875526,0.483127661,-0.468572171,0.24805568,-0.560495423,1.14289509,-0.721335172,0.954598309,0.211516533,-1.201414622,-1.917966449,-0.33262453,-0.291622353,-0.440924348,0.608310287,-0.668542936,0.07646809,0.827184753,-0.784892611,-0.796186696,-0.401167651,-0.67551101,-0.796975164,-0.449100415
